FECHA;ALMACEN;CLIENTE;TIPO DOCUMENTO;PRODUCTO;CANTIDAD;UNIDAD;TOTAL;MONTO PAGADO;DIFERENCIA;ESTADO DE ENTREGA;ESTADO DE PAGO;TIPO DE ENTREGA;METOPO DE PAGO
12/03/2025;CURVA;CORPORACION BD&S;FACTURA;MADERA CAROBA;39;0;$1,319.69;$1,319.69;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
12/03/2025;MILLA;ITURRI - CHIMBOTE;FACTURA;GENESIS BLANCO 120;49;0;$11,956.00;$11,956.00;$0.00;ENTREGADO;PAGADO;ENVIAR;TRANS. BCP
12/03/2025;MILLA;CASMA;FACTURA;NEGRO VITRIFICADO 120;5;0;$360.00;$360.00;$0.00;ENTREGADO;PAGADO;ENVIAR;TRANS. BCP
12/03/2025;MILLA;EDINSON - LAMBAYEQUE;FACTURA;MARBEL GOLDEN;7;0;$257.04;$257.04;$0.00;ENTREGADO;PAGADO;ENVIAR;TRANS. BCP
12/03/2025;MILLA;CORPORACION BD&S;FACTURA;LLUVIA BLANCO;0;1;$7.69;$7.69;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
12/03/2025;MILLA;PAMESA 977A;FACTURA;LLUVIA BLANCO;0;1;$7.69;$7.69;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
12/03/2025;MILLA;ALESSIA 987;FACTURA;ELECTRIC BEIGE;131;1;$4,147.50;$4,147.50;$0.00;ENTREGADO;PAGADO;ENVIAR;TRANS. BCP
12/03/2025;SANTA CAROLINA;AYS CHIMBOTE;FACTURA;BRECIA NOGAL;4;0;$2,106.00;$2,106.00;$0.00;ENTREGADO;PAGADO;ENVIAR;TRANS. BCP
12/03/2025;CURVA;ROXANA;FACTURA;BURBUJAS;60;0;$1,749.60;$1,749.60;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
12/03/2025;MILLA;ROBERTO BANCES - LAMBAYEQUE;FACTURA;RUSTICO HUMO;20;0;$1,272.13;$1,272.13;$0.00;ENTREGADO;PAGADO;ENVIAR;TRANS. BCP
12/03/2025;MILLA;GIOVANNY AGUIRRE;FACTURA;STELLAR;15;0;$777.60;$777.60;$0.00;ENTREGADO;PAGADO;ENVIAR;TRANS. BCP
12/03/2025;MILLA;MEDALY - ATE;FACTURA;GENESIS BLANCO 120;4;1;$549.00;$549.00;$0.00;ENTREGADO;PAGADO;ENVIAR;TRANS. BCP
12/03/2025;CURVA;DECOR'S STYLE 978;FACTURA;MARMOL HOJA;17;0;$495.70;$495.70;$0.00;ENTREGADO;PAGADO;ENVIAR;TRANS. BCP
12/03/2025;CURVA;MEGA CERAMICA 1039;FACTURA;PARQUET BEIGE;12;5;$401.60;$401.60;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
12/03/2025;CURVA;PLAZA CERAMICA 935;FACTURA;NEGRO VITRIFICADO 120;7;0;$373.00;$373.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
12/03/2025;CURVA;PAMESA 977A;FACTURA;ONIX BLACK;10;0;$367.20;$367.20;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
12/03/2025;CURVA;DECOR'S STYLE 978;FACTURA;GENESIS NEGRO 120;3;0;$354.00;$354.00;$0.00;ENTREGADO;PAGADO;ENVIAR;TRANS. BCP
12/03/2025;MILLA;KIARA;FACTURA;WOOD ARTICO;4;0;$241.90;$241.90;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
12/03/2025;CURVA;DISNOR 1083;FACTURA;GENESIS NEGRO 120;2;0;$236.00;$236.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
12/03/2025;CURVA;CHINO - HUARAL;FACTURA;LLUVIA BLANCO;7;0;$232.50;$232.50;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
12/03/2025;CURVA;HUANCAYO 1117;FACTURA;CAOBA CARAMEL;4;0;$230.40;$230.40;$0.00;ENTREGADO;PAGADO;ENVIAR;YAPE
12/03/2025;CURVA;ESCALA 819;FACTURA;MARMOL GRIS;6;0;$224.60;$224.60;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
12/03/2025;CURVA;KIMBERLY;FACTURA;GRANITO GRAFITO 120;3;0;$220.30;$220.30;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
12/03/2025;CURVA;DALGRISA 1069;FACTURA;LLUVIA BLANCO;6;4;$214.02;$214.02;$0.00;ENTREGADO;PAGADO;ENVIAR;YAPE
12/03/2025;MILLA;ACABADOS CESAR;FACTURA;ALPHA BROWN 1.20;3;0;$194.40;$194.40;$0.00;ENTREGADO;PAGADO;ENVIAR;TRANS. BCP
12/03/2025;MILLA;ZOCALOS PERU 945A;FACTURA;STATUARIO 120;5;0;$187.20;$187.20;$0.00;ENTREGADO;PAGADO;ENVIAR;TRANS. BCP
12/03/2025;MILLA;JESUS;FACTURA;ROMBO CLARO;5;0;$166.00;$166.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
12/03/2025;MILLA;CERVA;FACTURA;GENESIS BLANCO 120;2;0;$161.30;$161.30;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
12/03/2025;MILLA;WILLY;FACTURA;SATINADO GREY;4;0;$144.00;$144.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
12/03/2025;CURVA;ROBERTO;FACTURA;CARRARA BROWN;4;4;$131.76;$131.76;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
12/03/2025;MILLA;CORPORACION BD&S;FACTURA;ORION NEGRO;0;43;$129.00;$129.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
12/03/2025;CURVA;TEO 1105;FACTURA;AQUARELA GOLD 120;0;5;$122.40;$122.40;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
12/03/2025;CURVA;MULTI CERAMIC;FACTURA;GENESIS BLANCO 120;1;0;$118.00;$118.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
12/03/2025;CURVA;DECOR'S STYLE 978;FACTURA;SATINADO GREY;3;0;$108.00;$108.00;$0.00;ENTREGADO;PAGADO;ENVIAR;TRANS. BCP
12/03/2025;MILLA;CERVA;FACTURA;CEMENTO PLATA;3;0;$108.00;$108.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
12/03/2025;CURVA;RONY;FACTURA;BRECIA ROBLE;2;0;$93.60;$93.60;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
12/03/2025;CURVA;CERVA;FACTURA;VENATO;3;0;$88.90;$88.90;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
12/03/2025;CURVA;CERVA;FACTURA;SATINADO GREY;2;1;$81.00;$81.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
12/03/2025;CURVA;SIN TIENDA;FACTURA;GRANITO GRAFITO 120;1;0;$73.44;$73.44;$0.00;ENTREGADO;PAGADO;ENVIAR;TRANS. BCP
12/03/2025;MILLA;CHIHUALA 966;FACTURA;ALPHA BROWN 1.20;1;0;$63.40;$63.40;$0.00;ENTREGADO;PAGADO;ENVIAR;TRANS. BCP
12/03/2025;CURVA;CRISMART 902;FACTURA;ESPECIES;2;0;$58.30;$58.30;$0.00;ENTREGADO;PAGADO;ENVIAR;YAPE
12/03/2025;CURVA;KIMBERLY;FACTURA;SUPER NEGRO;1;0;$41.04;$41.04;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
12/03/2025;CURVA;CHARITO 1080;FACTURA;SUPER BLANCO;1;0;$40.32;$40.32;$0.00;ENTREGADO;PAGADO;ENVIAR;PLIN
12/03/2025;CURVA;ALEX 964;FACTURA;FORESTA CARAMELO;1;0;$36.00;$36.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
12/03/2025;CURVA;KIMBERLY;FACTURA;LINEAL AZABACHE;1;0;$29.60;$29.60;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
12/03/2025;CURVA;ROBERTO;FACTURA;MARMOL GRIS;0;7;$23.05;$23.05;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
12/03/2025;CURVA;MEGA CERAMICA 1039;FACTURA;BRECIA NOGAL;0;1;$20.00;$20.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
12/03/2025;CURVA;CORPORACION BD&S;FACTURA;CONCRETO MARMOL;0;2;$18.00;$18.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
12/03/2025;CURVA;MAYRA 1049;FACTURA;BRECIA NOGAL;0;1;$10.00;$10.00;$0.00;ENTREGADO;PAGADO;ENVIAR;YAPE
12/03/2025;SANTA CAROLINA;ROXANA;FACTURA;BRECIA NOGAL;0;1;$7.80;$7.80;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
12/03/2025;CURVA;MAYRA 1049;FACTURA;REMO CLARO;0;1;$27.03;$27.03;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
12/03/2025;CURVA;ROXANA;FACTURA;BRECIA ROBLE;1;0;$8.00;$8.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
12/03/2025;MILLA;CHOCACA;FACTURA;APOLO GRIS;3;0;$142.11;$142.11;$0.00;ENTREGADO;PAGADO;ENVIAR;TRANS. BCP
12/03/2025;SANTA CAROLINA;AYS CHIMBOTE;FACTURA;BRECIA NOGAL;45;0;$1,896.00;$1,896.00;$0.00;ENTREGADO;PAGADO;ENVIAR;TRANS. BCP
12/03/2025;MILLA;CASMA;FACTURA;MATRIX GRIS;11;0;$582.12;$582.12;$0.00;ENTREGADO;PAGADO;ENVIAR;TRANS. BCP
12/03/2025;CURVA;ROBERTO BANCES - LAMBAYEQUE;FACTURA;ORION NEGRO;20;0;$666.54;$666.54;$0.00;ENTREGADO;PAGADO;ENVIAR;TRANS. BCP
12/03/2025;CURVA;CORPORACION BD&S;FACTURA;SEPIA 120;0;1;$48.19;$48.19;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
12/03/2025;CURVA;TEO 1105;FACTURA;BLANCO VITRIFICADO;32;0;$0.00;$0.00;$0.00;ANULADO;ANULADO;ENVIAR;EFECTIVO
12/03/2025;MILLA;RICHARD ASCIS 103;FACTURA;HUESO;8;0;$0.00;$0.00;$0.00;ANULADO;ANULADO;ENVIAR;EFECTIVO
12/03/2025;CURVA;XAREN;FACTURA;HOJAS CLARO;13;7;$0.00;$0.00;$0.00;ANULADO;ANULADO;ENVIAR;EFECTIVO
12/03/2025;CURVA;ROXANA;FACTURA;HOJAS CLARO;6;0;$0.00;$0.00;$0.00;ANULADO;ANULADO;ENVIAR;EFECTIVO
12/03/2025;MILLA;XAREN;FACTURA;SAHARA;0;5;$0.00;$0.00;$0.00;ANULADO;ANULADO;ENVIAR;EFECTIVO
12/03/2025;CURVA;ROXANA;FACTURA;HOJAS CLARO;5;5;$0.00;$0.00;$0.00;ANULADO;ANULADO;ENVIAR;EFECTIVO
13/03/2025;CURVA;MARCO ANTONIO - CHIMBOTE;FACTURA;LADRILLO CALACATA;4;4;$134.56;$134.56;$0.00;ENTREGADO;PAGADO;ENVIAR;TRANS. BCP
13/03/2025;MILLA;CORPORACION BD&S;FACTURA;LADRILLO BLANCO;1;0;$29.97;$29.97;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;MILLA;MARY CHAMARU - HUARAZ;FACTURA;GENESIS NEGRO 120;3;0;$366.00;$366.00;$0.00;ENTREGADO;PAGADO;ENVIAR;TRANS. BCP
13/03/2025;MILLA;CERAMIDEAS - BARRANCA;FACTURA;GALAXI BLACK 120;7;0;$483.84;$483.84;$0.00;ENTREGADO;PAGADO;ENVIAR;TRANS. BCP
13/03/2025;MILLA;MARY CHAMARU - HUARAZ;FACTURA;NEGRO VITRIFICADO 120;7;0;$504.00;$504.00;$0.00;ENTREGADO;PAGADO;ENVIAR;TRANS. BCP
13/03/2025;CURVA;YOMONA;FACTURA;LADRILLO TEX CLARO;8;0;$240.00;$240.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;MILLA;AMELIA MARZANO;FACTURA;ELECTRIC BEIGE;10;0;$316.00;$316.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;MILLA;CERAMICASA;FACTURA;ALPINUS GREY;11;0;$403.92;$403.92;$0.00;ENTREGADO;PAGADO;ENVIAR;TRANS. BCP
13/03/2025;MILLA;CORPORACION BD&S;FACTURA;ELECTRIC BEIGE;17;0;$537.20;$537.20;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;MILLA;GALEPSA;FACTURA;ELECTRIC BEIGE;26;0;$821.60;$821.60;$0.00;ENTREGADO;PAGADO;ENVIAR;TRANS. BCP
13/03/2025;MILLA;FREDY CHAUCA;FACTURA;HUESO;40;0;$1,140.00;$1,140.00;$0.00;ENTREGADO;PAGADO;ENVIAR;TRANS. BCP
13/03/2025;CURVA;CORPORACION BD&S;FACTURA;MONTANA CEDRO;40;0;$1,497.60;$1,497.60;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;MILLA;CORPORACION BD&S;FACTURA;ELECTRIC BEIGE;63;0;$1,990.80;$1,990.80;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;CURVA;MEGA CERAMICA 1039;FACTURA;FORESTA CARAMELO;0;1;$8.82;$8.82;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;CURVA;KIMBERLY;FACTURA;UNICOLOR PLATA;121;2;$4,286.52;$4,286.52;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;MILLA;NYN;FACTURA;HUESO;123;0;$3,188.16;$3,188.16;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;CURVA;DERLY;FACTURA;FERRO BLACK;46;0;$1,656.00;$1,656.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;MILLA;DERLY;FACTURA;APOLO GRIS;32;0;$1,641.60;$1,641.60;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;CURVA;ELVIS 877;FACTURA;LUCERO GRIS;42;0;$1,542.24;$1,542.24;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;MILLA;PELANCHO;FACTURA;CANTERA;36;0;$1,347.84;$1,347.84;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;CURVA;RYB 109;FACTURA;LUCERO GRIS;29;1;$1,074.10;$1,074.10;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;CURVA;KIMBERLY;FACTURA;SATINADO GREY;27;3;$979.02;$979.02;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;SANTA CAROLINA;TOTAL ACABADOS 1019;FACTURA;BRAVIA GREY;19;0;$711.40;$711.40;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;CURVA;ROXANA 891;FACTURA;FORESTA GRAFITO;18;0;$673.92;$673.92;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;CURVA;ROXANA 891;FACTURA;FORESTA GRAFITO;18;0;$673.92;$673.92;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;MILLA;YACERAMIC 999;FACTURA;MATRIX AZUL;9;2;$483.84;$483.84;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;MILLA;YACERAMIC 999;FACTURA;MATRIX GRIS;9;2;$483.84;$483.84;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;MILLA;EJESA 961;FACTURA;NEGRO VITRIFICADO 120;6;0;$414.72;$414.72;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;CURVA;REAL CASA;FACTURA;ALVA GRIS;8;0;$384.00;$384.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;MILLA;EDAMS 907;FACTURA;HUESO;14;0;$373.00;$373.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;CURVA;PAMESA 977A;FACTURA;ONIX BLACK;10;0;$367.20;$367.20;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;MILLA;EJECUTIVOS 910 - EJESA;FACTURA;NEGRO VITRIFICADO 120;5;0;$345.60;$345.60;$0.00;ENTREGADO;PAGADO;ENVIAR;TRANS. BCP
13/03/2025;MILLA;ARQUIDICEÑO 957;FACTURA;VALENCIA;10;0;$323.70;$323.70;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;CURVA;REAL CASA;FACTURA;GENESIS NEGRO 120;0;5;$295.00;$295.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;CURVA;DISERGISA 901;FACTURA;MARMOL GRIS;7;8;$247.20;$247.20;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;MILLA;RONY;FACTURA;GALAXI BLACK 120;3;1;$236.88;$236.88;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;MILLA;SILVIA;FACTURA;WOOD ARTICO;4;0;$236.20;$236.20;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;CURVA;ALESSIA 945B;FACTURA;CEMENTO PLATA;6;2;$234.00;$234.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;CURVA;ADONAY;FACTURA;SUPER NEGRO;4;0;$164.16;$164.16;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;CURVA;HUANCAYO 1117;FACTURA;TIGIRLLO MARRON;3;2;$161.30;$161.30;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;MILLA;RONY;FACTURA;LADRILLO BLANCO;5;0;$148.23;$148.23;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;SANTA CAROLINA;STA. CLORINDA 968;FACTURA;DELUXE CLARO;4;0;$132.80;$132.80;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;CURVA;PAMESA 977A;FACTURA;CATALINA CLARO;4;0;$116.60;$116.60;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;CURVA;ROMERO;FACTURA;IMPERIAL GOLD;3;0;$112.32;$112.32;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;CURVA;ROMERO;FACTURA;MEK BEIGE 120;3;0;$112.32;$112.32;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;CURVA;HUGO 924;FACTURA;NAKIA PLATA;3;0;$108.00;$108.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;MILLA;ROMERO;FACTURA;GALAXI BLACK 120;3;0;$105.30;$105.30;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;CURVA;MOAL CENTER;FACTURA;SATINADO GREY;2;0;$72.00;$72.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;MILLA;ADONAY;FACTURA;HUESO;2;2;$66.60;$66.60;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;CURVA;IMPESA 939B;FACTURA;PARQUET BEIGE;2;0;$62.70;$62.70;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;CURVA;OLCLASS 927;FACTURA;ESPECIES;2;0;$59.30;$59.30;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;CURVA;ADONAY;FACTURA;ALVA GRIS;1;0;$48.00;$48.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;MILLA;ROSSY;FACTURA;MADERA BEIGE;1;0;$37.44;$37.44;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;MILLA;ROSSY;FACTURA;MADERA BEIGE;1;0;$37.44;$37.44;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;CURVA;IMPESA 939B;FACTURA;STELLAR;1;0;$37.40;$37.40;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;CURVA;TEO 1105;FACTURA;NEGRO MATE;1;0;$36.00;$36.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;SANTA CAROLINA;DISERGISA 901;FACTURA;MONTANA CEDRO;1;2;$35.60;$35.60;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;CURVA;DEC. NICOLE 979;FACTURA;LLUVIA BLANCO;1;0;$33.20;$33.20;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;CURVA;GLADYS;FACTURA;DELUXE CLARO;1;0;$30.78;$30.78;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;CURVA;CRISMART 902;FACTURA;ESPECIES;1;0;$29.20;$29.20;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;CURVA;DISERGISA 901;FACTURA;SUPER NEGRO;0;1;$10.40;$10.40;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;CURVA;ROMERO;FACTURA;SUPER BLANCO;0;1;$9.90;$9.90;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;CURVA;ZENDY 891;FACTURA;FORESTA GRAFITO;0;1;$9.40;$9.40;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;CURVA;NAYELI 735;FACTURA;CALACATA MATE;0;1;$9.00;$9.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;SANTA CAROLINA;ROXANA;FACTURA;BRECIA NOGAL;0;1;$7.80;$7.80;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;CURVA;CORPORACION BD&S;FACTURA;BRECIA ROBLE;0;1;$8.00;$8.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;MILLA;GIOVANNA MARZANO;FACTURA;FARIDA BEIGE;0;1;$6.32;$6.32;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;CURVA;CORPORACION BD&S;FACTURA;WOOD NATURAL;0;1;$49.20;$49.20;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;MILLA;KRONOS HUARAZ;FACTURA;BUNTAS AZUL;0;4;$207.36;$207.36;$0.00;ENTREGADO;PAGADO;ENVIAR;TRANS. BCP
13/03/2025;MILLA;AYS CHIMBOTE;FACTURA;AVANTO WHITE;9;0;$334.35;$334.35;$0.00;ENTREGADO;PAGADO;ENVIAR;TRANS. BCP
13/03/2025;SANTA CAROLINA;CORPORACION BD&S;FACTURA;BRECIA NOGAL;29;0;$1,221.87;$1,221.87;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;SANTA CAROLINA;CESAR INNOVA;FACTURA;WOOD GRAFITO;33;0;$253.44;$253.44;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
13/03/2025;CURVA;DECOR JM - SURQUILLO;FACTURA;BRECIA NOGAL;42;0;$1,769.60;$1,769.60;$0.00;ENTREGADO;PAGADO;ENVIAR;TRANS. BCP
13/03/2025;SANTA CAROLINA;JOSE PAZ - CHICLAYO;FACTURA;ALVA GRIS;3;0;$141.91;$141.91;$0.00;ENTREGADO;PAGADO;RECOGE;EFECTIVO
13/03/2025;MILLA;FAREISA - DORIS 1019;FACTURA;TIBET HUESO;0;1;$0.00;$0.00;$0.00;ANULADO;ANULADO;ENVIAR;EFECTIVO
13/03/2025;CURVA;MARICIELO;FACTURA;UNICOLOR PLATA;2;2;$0.00;$0.00;$0.00;ANULADO;ANULADO;ENVIAR;EFECTIVO
13/03/2025;MILLA;MARICIELO;FACTURA;ELECTRIC BEIGE;1;0;$0.00;$0.00;$0.00;ANULADO;ANULADO;ENVIAR;EFECTIVO
13/03/2025;CURVA;MIGUEL;FACTURA;MARMOL GRIS;4;0;$0.00;$0.00;$0.00;ANULADO;ANULADO;ENVIAR;EFECTIVO
13/03/2025;MILLA;RONY;FACTURA;BLANCO BRILLANTE;6;0;$0.00;$0.00;$0.00;ANULADO;ANULADO;ENVIAR;EFECTIVO
14/03/2025;MILLA;SANCHEZ - CHIMBOTE;FACTURA;NEGRO VITRIFICADO 120;0;1;$18.00;$18.00;$0.00;ENTREGADO;PAGADO;ENVIAR;TRANS. BCP
14/03/2025;MILLA;CORPORACION BD&S;FACTURA;CANTERA;0;1;$9.36;$9.36;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
14/03/2025;MILLA;CORPORACION BD&S;FACTURA;MADERA BEIGE;0;1;$9.00;$9.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
14/03/2025;CURVA;MIGUEL;FACTURA;MATE NEGRO;0;2;$18.00;$18.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
14/03/2025;MILLA;CORPORACION BD&S;FACTURA;HUESO;27;3;$790.88;$790.88;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
14/03/2025;CURVA;CORPORACION BD&S;FACTURA;GENESIS BLANCO 120;0;10;$610.00;$610.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
14/03/2025;MILLA;CORPORACION BD&S;FACTURA;ALPHA BROWN 1.20;1;0;$63.40;$63.40;$0.00;ENTREGADO;PAGADO;ENVIAR;TRANS. BCP
14/03/2025;MILLA;CORPORACION BD&S;FACTURA;HUESO;2;0;$57.00;$57.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
14/03/2025;CURVA;CORPORACION BD&S;FACTURA;LARA MARFIL;2;0;$59.25;$59.25;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
14/03/2025;CURVA;CORPORACION BD&S;FACTURA;LINEAL AZABACHE;2;0;$59.93;$59.93;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
14/03/2025;MILLA;LUPUCHE;FACTURA;GRANITO GRAFITO 120;7;0;$574.56;$574.56;$0.00;ENTREGADO;PAGADO;ENVIAR;TRANS. BCP
14/03/2025;CURVA;LEYSIKA;FACTURA;SUPER BLANCO;7;0;$282.24;$282.24;$0.00;ENTREGADO;PAGADO;ENVIAR;TRANS. BCP
14/03/2025;CURVA;MONTE ALEGRE - HUARAZ;FACTURA;GRANITO GRAFITO 120;8;0;$656.64;$656.64;$0.00;ENTREGADO;PAGADO;ENVIAR;TRANS. BCP
14/03/2025;MILLA;NYN;FACTURA;HUESO;14;0;$399.00;$399.00;$0.00;ENTREGADO;PAGADO;ENVIAR;TRANS. BCP
14/03/2025;CURVA;CORPORACION BD&S;FACTURA;CONCRETO MARMOL;19;0;$711.48;$711.48;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
14/03/2025;CURVA;CORPORACION BD&S;FACTURA;CONCRETO MARMOL;28;0;$1,048.49;$1,048.49;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
14/03/2025;MILLA;GEFARTH;FACTURA;HUESO;88;0;$2,508.00;$2,508.00;$0.00;ENTREGADO;PAGADO;ENVIAR;TRANS. BCP
